ts,cfg,epoch,bodies_mean,n_bodies,peak_mib,total_peak_mib
1788584322,rtg_e31_s1,38,14.85,14,4896,10994
1788584322,rtg_e31_s3,388,11.5,12,5702,10994
1788584449,rtg_e31_s1,39,14.7,15,4264,7338
1788584449,rtg_e31_s3,389,11.75,12,2678,7338
1788584577,rtg_e31_s1,40,15.05,15,4868,9156
1788584577,rtg_e31_s3,389,11.75,12,3892,9156
1788584704,rtg_e31_s1,41,15.5,15,4868,9156
1788584704,rtg_e31_s3,390,11.85,12,3892,9156
1788584831,rtg_e31_s1,41,15.5,15,4878,11030
1788584831,rtg_e31_s3,391,11.9,12,5756,11030
1788584960,rtg_e31_s1,42,14.75,15,4878,11030
1788584960,rtg_e31_s3,392,11.65,12,5756,11030
1788585088,rtg_e31_s1,42,14.75,15,4866,10078
1788585088,rtg_e31_s3,393,11.85,12,5704,10078
1788585214,rtg_e31_s1,43,14.55,14,4880,10980
1788585214,rtg_e31_s3,393,11.85,12,5704,10980
1788585340,rtg_e31_s1,44,14.4,14,4828,9112
1788585340,rtg_e31_s3,394,11.65,12,3888,9112
1788585468,rtg_e31_s1,45,14.45,14,4866,9156
1788585468,rtg_e31_s3,395,12.05,12,3894,9156
1788585596,rtg_e31_s1,45,14.45,14,4868,9158
1788585596,rtg_e31_s3,395,12.05,12,3894,9158
1788585723,rtg_e31_s1,46,14.6,13,5440,10662
1788585723,rtg_e31_s3,396,12.35,12,4826,10662
1788585849,rtg_e31_s1,47,14.55,13,5440,10964
1788585849,rtg_e31_s3,397,11.8,12,5728,10964
1788585975,rtg_e31_s1,47,14.55,13,5384,10564
1788585975,rtg_e31_s3,398,11.65,12,4786,10564
1788586100,rtg_e31_s1,48,14.35,13,5384,8458
1788586100,rtg_e31_s3,399,11.95,12,2678,8458
1788586225,rtg_e31_s1,49,14.6,14,4250,4645
1788586350,rtg_e31_s1,50,14.55,13,4272,4667
1788586476,rtg_e31_s1,52,14.45,13,5404,10694
1788586604,rtg_e31_s1,53,14.35,14,4814,8676
